Campaign name,Ad group,Date,Impressions,Clicks,Average CPC,Cost,Conversions,Conversion value,CTR,Device,Network
New Store Launch,AdGroup - New,2025-11-20,8276,1129,1.72,1941.88,31,29450,13.65%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-11-20,6544,89,5.04,448.56,6,13200,1.37%,Desktop,YouTube
Referral Boost,AdGroup - Referral,2025-11-20,5496,514,1.66,853.24,7,4900,9.36%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-21,7330,500,1.58,790.0,8,9600,6.82%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-11-21,7512,548,2.91,1594.68,23,41400,7.31%,Desktop,YouTube
New Store Launch,AdGroup - New,2025-11-21,9526,767,2.64,2024.88,12,11400,8.05%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-11-21,6491,419,5.04,2111.76,20,44000,6.47%,Desktop,Google Display
Referral Boost,AdGroup - Referral,2025-11-21,5602,220,2.04,448.8,1,700,3.94%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-22,9867,941,2.14,2013.74,7,8400,9.54%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-11-22,8435,536,2.18,1168.48,20,36000,6.36%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-11-22,9062,1021,2.48,2532.08,17,16150,11.27%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-11-22,5959,652,3.51,2288.52,33,72600,10.94%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-11-22,7166,578,1.83,1057.74,7,4900,8.08%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-23,7552,581,2.37,1376.97,10,12000,7.7%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-11-23,7205,921,3.75,3453.75,39,70200,12.79%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-11-23,6481,393,1.62,636.66,6,5700,6.08%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-11-23,7545,725,4.08,2958.0,38,83600,9.62%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-11-23,6023,581,1.77,1028.37,3,2100,9.66%,Desktop,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-24,6652,414,1.72,712.08,7,8400,6.24%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-11-24,6857,377,3.33,1255.41,14,25200,5.51%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-11-24,7282,850,1.89,1606.5,18,17100,11.68%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-11-24,7150,243,4.97,1207.71,12,26400,3.4%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-11-24,7206,523,1.83,957.09,5,3500,7.27%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-25,3848,245,2.99,732.55,4,4800,6.39%,Desktop,YouTube
Valentine Push,AdGroup - Valentine,2025-11-25,6502,431,3.63,1564.53,24,43200,6.63%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-11-25,6629,602,1.63,981.26,13,12350,9.09%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-11-25,5469,460,4.68,2152.8,19,41800,8.43%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-11-25,5618,448,1.65,739.2,3,2100,7.98%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-26,5934,303,2.94,890.82,3,3600,5.12%,Tablet,Google Search
Valentine Push,AdGroup - Valentine,2025-11-26,6748,563,3.1,1745.3,22,39600,8.35%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-11-26,7733,709,1.25,886.25,16,15200,9.17%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-11-26,5451,388,3.18,1233.84,19,41800,7.13%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-11-26,8047,709,1.53,1084.77,3,2100,8.81%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-27,8023,589,2.01,1183.89,8,9600,7.35%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-11-27,10444,324,3.48,1127.52,7,12600,3.11%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-11-27,5601,395,1.92,758.4,11,10450,7.06%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-11-27,7360,151,4.62,697.62,5,11000,2.06%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-11-27,5338,343,2.14,734.02,3,2100,6.43%,Tablet,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-28,6633,443,2.35,1041.05,9,10800,6.68%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-11-28,8083,231,2.97,686.07,6,10800,2.86%,Desktop,Google Display
New Store Launch,AdGroup - New,2025-11-28,7528,887,2.19,1942.53,17,16150,11.78%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-11-28,8309,395,4.35,1718.25,18,39600,4.76%,Desktop,YouTube
Referral Boost,AdGroup - Referral,2025-11-28,7006,680,1.57,1067.6,6,4200,9.71%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-29,6745,843,2.16,1820.88,12,14400,12.5%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-11-29,6162,254,3.82,970.28,10,18000,4.13%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-11-29,7054,550,2.47,1358.5,14,13300,7.8%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-11-29,9466,393,5.07,1992.51,20,44000,4.16%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-11-29,6779,707,1.91,1350.37,5,3500,10.44%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-30,8805,410,2.37,971.7,5,6000,4.66%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-11-30,4532,240,3.08,739.2,12,21600,5.3%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-11-30,8082,914,2.05,1873.7,17,16150,11.31%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-11-30,7065,479,4.5,2155.5,34,74800,6.78%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-11-30,5313,96,3.08,295.68,3,2100,1.82%,Desktop,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-01,8104,163,2.35,383.05,2,2400,2.02%,Desktop,YouTube
Valentine Push,AdGroup - Valentine,2025-12-01,5273,350,3.17,1109.5,18,32400,6.65%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-12-01,7393,480,1.3,624.0,14,13300,6.49%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-12-01,6464,525,3.53,1853.25,24,52800,8.14%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-12-01,8100,415,1.96,813.4,1,700,5.14%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-02,6949,886,2.21,1958.06,10,12000,12.75%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-12-02,8884,527,2.18,1148.86,22,39600,5.94%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-12-02,9735,234,1.58,369.72,4,3800,2.41%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-12-02,7287,612,5.23,3200.76,28,61600,8.41%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-12-02,6893,661,1.67,1103.87,8,5600,9.59%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-03,6814,313,2.35,735.55,5,6000,4.6%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-12-03,7333,711,4.08,2900.88,27,48600,9.7%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-12-03,8156,816,2.05,1672.8,19,18050,10.01%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-12-03,6406,835,4.54,3790.9,60,132000,13.04%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-12-03,7521,769,2.38,1830.22,10,7000,10.23%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-04,8593,85,1.97,167.45,1,1200,1.0%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-12-04,8408,646,3.57,2306.22,30,54000,7.69%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-12-04,6278,677,2.08,1408.16,17,16150,10.79%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-12-04,5215,307,3.94,1209.58,19,41800,5.91%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-12-04,9075,423,1.8,761.4,6,4200,4.66%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-05,7128,431,2.24,965.44,7,8400,6.06%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-12-05,8125,599,3.22,1928.78,21,37800,7.37%,Desktop,Google Display
New Store Launch,AdGroup - New,2025-12-05,9596,1062,1.78,1890.36,25,23750,11.07%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-12-05,7346,487,4.68,2279.16,22,48400,6.63%,Desktop,Google Display
Referral Boost,AdGroup - Referral,2025-12-05,5851,446,2.03,905.38,4,2800,7.63%,Desktop,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-06,5773,349,3.1,1081.9,7,8400,6.06%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-12-06,7357,466,3.06,1425.96,15,27000,6.33%,Tablet,Google Search
New Store Launch,AdGroup - New,2025-12-06,8000,440,2.43,1069.2,4,3800,5.5%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-12-06,4936,428,4.03,1724.84,19,41800,8.68%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-12-06,9915,819,1.97,1613.43,12,8400,8.26%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-07,9806,1151,1.26,1450.26,27,32400,11.74%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-12-07,6812,319,3.79,1209.01,8,14400,4.68%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-12-07,9078,178,2.1,373.8,7,6650,1.97%,Tablet,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-12-07,8829,866,3.74,3238.84,46,101200,9.82%,Desktop,Google Display
Referral Boost,AdGroup - Referral,2025-12-07,6882,403,1.55,624.65,4,2800,5.86%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-08,5951,358,2.19,784.02,5,6000,6.03%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-12-08,6456,473,2.63,1243.99,20,36000,7.33%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-12-08,9296,463,1.51,699.13,9,8550,4.98%,Desktop,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-12-08,6031,450,3.33,1498.5,24,52800,7.47%,Desktop,YouTube
Referral Boost,AdGroup - Referral,2025-12-08,6880,790,1.2,948.0,11,7700,11.49%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-09,5503,344,2.14,736.16,6,7200,6.26%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-12-09,7249,1145,3.04,3480.8,42,75600,15.81%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-12-09,6100,580,1.9,1102.0,11,10450,9.52%,Desktop,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-12-09,4611,532,4.85,2580.2,24,52800,11.54%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-12-09,6863,596,1.63,971.48,6,4200,8.69%,Desktop,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-10,7039,427,1.83,781.41,6,7200,6.08%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-12-10,7530,766,2.77,2121.82,35,63000,10.18%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-12-10,8004,417,1.72,717.24,15,14250,5.22%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-12-10,9199,729,3.13,2281.77,28,61600,7.93%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-12-10,9045,588,1.96,1152.48,6,4200,6.51%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-11,6804,286,2.28,652.08,3,3600,4.21%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-12-11,6890,664,2.7,1792.8,24,43200,9.64%,Desktop,Google Display
New Store Launch,AdGroup - New,2025-12-11,9616,631,1.77,1116.87,11,10450,6.57%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-12-11,8807,645,3.63,2341.35,24,52800,7.33%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-12-11,7789,380,1.73,657.4,2,1400,4.88%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-12,7703,654,2.87,1876.98,17,20400,8.49%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-12-12,6642,690,3.44,2373.6,22,39600,10.4%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-12-12,9818,930,2.3,2139.0,24,22800,9.48%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-12-12,7568,529,2.75,1454.75,28,61600,6.99%,Desktop,YouTube
Referral Boost,AdGroup - Referral,2025-12-12,5996,391,2.28,891.48,4,2800,6.53%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-13,6651,401,2.35,942.35,5,6000,6.04%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-12-13,6831,430,3.3,1419.0,13,23400,6.3%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-12-13,6933,482,2.13,1026.66,6,5700,6.97%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-12-13,8467,432,5.53,2388.96,24,52800,5.11%,Desktop,Google Display
Referral Boost,AdGroup - Referral,2025-12-13,3538,176,1.34,235.84,4,2800,5.0%,Desktop,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-14,8171,768,2.26,1735.68,15,18000,9.41%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-12-14,7457,469,3.7,1735.3,19,34200,6.3%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-12-14,5895,230,1.83,420.9,6,5700,3.91%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-12-14,6160,455,3.81,1733.55,28,61600,7.4%,Desktop,Google Display
Referral Boost,AdGroup - Referral,2025-12-14,6731,257,1.48,380.36,3,2100,3.83%,Desktop,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-15,8824,798,2.73,2178.54,18,21600,9.05%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-12-15,8831,403,2.81,1132.43,16,28800,4.57%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-12-15,7097,438,1.85,810.3,7,6650,6.17%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-12-15,7844,615,4.01,2466.15,26,57200,7.84%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-12-15,6041,467,2.32,1083.44,3,2100,7.74%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-16,4890,422,2.42,1021.24,5,6000,8.64%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-12-16,8666,459,3.7,1698.3,17,30600,5.3%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-12-16,7578,739,1.87,1381.93,19,18050,9.76%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-12-16,9650,185,3.54,654.9,11,24200,1.92%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-12-16,7358,557,1.09,607.13,4,2800,7.57%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-17,7680,816,2.79,2276.64,13,15600,10.63%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-12-17,6847,719,2.93,2106.67,28,50400,10.51%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-12-17,7814,575,1.83,1052.25,9,8550,7.36%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-12-17,8088,801,4.78,3828.78,32,70400,9.91%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-12-17,8050,933,2.01,1875.33,9,6300,11.6%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-18,7797,490,2.91,1425.9,7,8400,6.29%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-12-18,7341,661,3.07,2029.27,27,48600,9.02%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-12-18,7872,1026,2.48,2544.48,14,13300,13.04%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-12-18,8803,280,5.74,1607.2,14,30800,3.18%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-12-18,9268,364,1.96,713.44,2,1400,3.93%,Desktop,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-19,5989,758,2.18,1652.44,15,18000,12.67%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-12-19,8947,324,3.01,975.24,9,16200,3.63%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-12-19,7422,376,2.23,838.48,9,8550,5.07%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-12-19,8417,722,4.16,3003.52,35,77000,8.58%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-12-19,6854,927,1.27,1177.29,7,4900,13.53%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-20,8600,960,2.15,2064.0,15,18000,11.16%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-12-20,8205,640,2.57,1644.8,25,45000,7.81%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-12-20,8275,510,1.37,698.7,10,9500,6.17%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-12-20,5084,496,3.21,1592.16,23,50600,9.76%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-12-20,6991,379,1.37,519.23,4,2800,5.42%,Desktop,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-21,4411,436,2.94,1281.84,2,2400,9.9%,Tablet,Google Display
Valentine Push,AdGroup - Valentine,2025-12-21,7032,493,3.24,1597.32,21,37800,7.01%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-12-21,8354,545,1.12,610.4,6,5700,6.53%,Desktop,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-12-21,9403,766,6.08,4657.28,35,77000,8.15%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-12-21,9548,651,1.62,1054.62,8,5600,6.83%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-22,6269,538,2.25,1210.5,4,4800,8.59%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-12-22,4761,500,3.58,1790.0,20,36000,10.51%,Tablet,YouTube
New Store Launch,AdGroup - New,2025-12-22,5482,269,2.82,758.58,5,4750,4.91%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-12-22,6677,456,5.33,2430.48,22,48400,6.83%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-12-22,7383,176,1.93,339.68,2,1400,2.4%,Tablet,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-23,7293,224,2.35,526.4,8,9600,3.08%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-12-23,8562,930,3.63,3375.9,45,81000,10.87%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-12-23,8410,166,2.52,418.32,8,7600,1.97%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-12-23,7702,620,3.88,2405.6,24,52800,8.06%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-12-23,5996,669,2.32,1552.08,7,4900,11.16%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-24,6510,543,2.5,1357.5,6,7200,8.35%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-12-24,8639,845,2.9,2450.5,30,54000,9.79%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-12-24,7153,177,1.92,339.84,6,5700,2.48%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-12-24,7153,365,4.2,1533.0,16,35200,5.11%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-12-24,8422,641,1.16,743.56,11,7700,7.62%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-25,9836,1030,1.83,1884.9,17,20400,10.48%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-12-25,5887,430,3.49,1500.7,25,45000,7.3%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-12-25,8392,475,1.87,888.25,14,13300,5.66%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-12-25,7856,560,4.39,2458.4,22,48400,7.14%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-12-25,6806,589,1.34,789.26,5,3500,8.66%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-26,9234,581,2.68,1557.08,11,13200,6.29%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-12-26,8884,774,2.68,2074.32,30,54000,8.72%,Desktop,Google Display
New Store Launch,AdGroup - New,2025-12-26,5752,411,1.54,632.94,10,9500,7.15%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-12-26,7696,452,4.33,1957.16,21,46200,5.88%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-12-26,7055,502,1.6,803.2,4,2800,7.12%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-27,7846,1015,2.35,2385.25,16,19200,12.95%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-12-27,8451,272,3.06,832.32,13,23400,3.23%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-12-27,8797,360,2.07,745.2,10,9500,4.1%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-12-27,8199,341,4.37,1490.17,17,37400,4.17%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-12-27,3791,373,1.7,634.1,8,5600,9.84%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-28,8034,646,2.02,1304.92,12,14400,8.04%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-12-28,5779,396,4.46,1766.16,20,36000,6.85%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-12-28,6937,691,1.48,1022.68,22,20900,9.97%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-12-28,5116,444,4.08,1811.52,20,44000,8.7%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-12-28,8418,728,2.2,1601.6,11,7700,8.66%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-29,7505,513,2.87,1472.31,10,12000,6.84%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-12-29,6943,352,2.91,1024.32,11,19800,5.08%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-12-29,6242,367,1.71,627.57,5,4750,5.88%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-12-29,8974,1256,4.96,6229.76,66,145200,14.0%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-12-29,6679,250,1.64,410.0,4,2800,3.75%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-30,7142,553,2.43,1343.79,6,7200,7.74%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-12-30,8530,475,2.84,1349.0,17,30600,5.57%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-12-30,8387,1020,2.1,2142.0,25,23750,12.17%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-12-30,8296,355,4.19,1487.45,19,41800,4.28%,Tablet,Google Search
Referral Boost,AdGroup - Referral,2025-12-30,7455,468,2.1,982.8,10,7000,6.29%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-12-31,7020,819,2.66,2178.54,11,13200,11.67%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-12-31,7468,656,3.84,2519.04,25,45000,8.79%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-12-31,5701,504,2.22,1118.88,5,4750,8.84%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-12-31,5858,757,4.84,3663.88,42,92400,12.93%,Mobile,Google Search
